Time,Displacement_filtered
2023-05-01 16:40,0.346254812392584
2023-05-01 16:50,0.350420990299239
2023-05-01 17:00,0.354811310536228
2023-05-01 17:10,0.359425773103551
2023-05-01 17:20,0.364264378001208
2023-05-01 17:30,0.369327125229199
2023-05-01 17:40,0.374614014787525
2023-05-01 17:50,0.380125046676184
2023-05-01 18:00,0.385860220895177
2023-05-01 18:10,0.391819537444504
2023-05-01 18:20,0.398002996324165
2023-05-01 18:30,0.394198091391958
2023-05-01 18:40,0.398375629457909
2023-05-01 18:50,0.40407914340719
2023-05-01 19:00,0.412247782609556
2023-05-01 19:10,0.421764042209945
2023-05-01 19:20,0.432768375238468
2023-05-01 19:30,0.44486433053797
2023-05-01 19:40,0.4568667642385
2023-05-01 19:50,0.468336432007613
2023-05-01 20:00,0.478770044227926
2023-05-01 20:10,0.488728322331679
2023-05-01 20:20,0.497879865444952
2023-05-01 20:30,0.504433571259678
2023-05-01 20:40,0.507911580821967
2023-05-01 20:50,0.509320606653928
2023-05-01 21:00,0.509734216266679
2023-05-01 21:10,0.509597286765044
2023-05-01 21:20,0.50973093165791
2023-05-01 21:30,0.510670424327292
2023-05-01 21:40,0.512043247711188
2023-05-01 21:50,0.514283254470994
2023-05-01 22:00,0.517210814379681
2023-05-01 22:10,0.519961001024633
2023-05-01 22:20,0.522931285416218
2023-05-01 22:30,0.526555515874346
2023-05-01 22:40,0.530511823306372
2023-05-01 22:50,0.534798856927964
2023-05-01 23:00,0.539138871622764
2023-05-01 23:10,0.544037349115031
2023-05-01 23:20,0.549613915355704
2023-05-01 23:30,0.556343785330935
2023-05-01 23:40,0.562912723675999
2023-05-01 23:50,0.568464140669076
2023-05-02 00:00,0.574232544141938
2023-05-02 00:10,0.580648744050219
2023-05-02 00:20,0.586950921867488
2023-05-02 00:30,0.592675855619701
2023-05-02 00:40,0.597930879132042
2023-05-02 00:50,0.603103594220503
2023-05-02 01:00,0.608210973137081
2023-05-02 01:10,0.613197193912522
2023-05-02 01:20,0.61699211062103
2023-05-02 01:30,0.618574517339805
2023-05-02 01:40,0.618442387345618
2023-05-02 01:50,0.616015198957035
2023-05-02 02:00,0.612065703927198
2023-05-02 02:10,0.609359294783926
2023-05-02 02:20,0.608654014982641
2023-05-02 02:30,0.609624076836764
2023-05-02 02:40,0.612419033042684
2023-05-02 02:50,0.617279977396012
2023-05-02 03:00,0.623709658683168
2023-05-02 03:10,0.631053875980866
2023-05-02 03:20,0.638747283445501
2023-05-02 03:30,0.646051810609781
2023-05-02 03:40,0.652784752036633
2023-05-02 03:50,0.658921305218552
2023-05-02 04:00,0.664445898717549
2023-05-02 04:10,0.669528994150425
2023-05-02 04:20,0.673539205217719
2023-05-02 04:30,0.674440151588079
2023-05-02 04:40,0.67228899247127
2023-05-02 04:50,0.670081956160115
2023-05-02 05:00,0.671814314886905
2023-05-02 05:10,0.666560019083904
2023-05-02 05:20,0.656426958612758
2023-05-02 05:30,0.647856562338184
2023-05-02 05:40,0.641294160231273
2023-05-02 05:50,0.635979217431393
2023-05-02 06:00,0.633315267340513
2023-05-02 06:10,0.635144486786024
2023-05-02 06:20,0.644268345255684
2023-05-02 06:30,0.651633502195846
2023-05-02 06:40,0.65580930953495
2023-05-02 06:50,0.657070981026081
2023-05-02 07:00,0.655629109932547
2023-05-02 07:10,0.651375569658948
2023-05-02 07:20,0.644590109306955
2023-05-02 07:30,0.636567591942031
2023-05-02 07:40,0.627866666221302
2023-05-02 07:50,0.617271608207944
2023-05-02 08:00,0.607600306374791
2023-05-02 08:10,0.604441137019443
2023-05-02 08:20,0.604406926206597
2023-05-02 08:30,0.594414027824605
2023-05-02 08:40,0.583498183443551
2023-05-02 08:50,0.578559169830512
2023-05-02 09:00,0.578665051003041
2023-05-02 09:10,0.583008908976473
2023-05-02 09:20,0.592890282101359
2023-05-02 09:30,0.609016171429099
2023-05-02 09:40,0.628500937581476
2023-05-02 09:50,0.64151430998168
2023-05-02 10:00,0.653074475100002
2023-05-02 10:10,0.663087486650085
2023-05-02 10:20,0.675684319148648
2023-05-02 10:30,0.688357689498453
2023-05-02 10:40,0.70150497638237
2023-05-02 10:50,0.712034732569019
2023-05-02 11:00,0.719972531842506
2023-05-02 11:10,0.728609348606685
2023-05-02 11:20,0.740280731624696
2023-05-02 11:30,0.755900793305009
2023-05-02 11:40,0.770038319151259
2023-05-02 11:50,0.77812937969458
2023-05-02 12:00,0.783847656853524
2023-05-02 12:10,0.789501538156682
2023-05-02 12:20,0.793671379968265
2023-05-02 12:30,0.795820821125407
2023-05-02 12:40,0.796887761997246
2023-05-02 12:50,0.797677318851579
2023-05-02 13:00,0.797417581311962
2023-05-02 13:10,0.797155668945257
2023-05-02 13:20,0.798789114672106
2023-05-02 13:30,0.799469483294398
2023-05-02 13:40,0.801529916297378
2023-05-02 13:50,0.80407319751174
2023-05-02 14:00,0.807666295367835
2023-05-02 14:10,0.807670829923466
2023-05-02 14:20,0.807626390587545
2023-05-02 14:30,0.811188755611302
2023-05-02 14:40,0.816270889134584
2023-05-02 14:50,0.821514414192418
2023-05-02 15:00,0.826107800252313
2023-05-02 15:10,0.829392289426722
2023-05-02 15:20,0.832357343674441
2023-05-02 15:30,0.835606624699622
2023-05-02 15:40,0.839090043580489
2023-05-02 15:50,0.842881386915669
2023-05-02 16:00,0.84737458002149
2023-05-02 16:10,0.852633991945422
2023-05-02 16:20,0.858636484873169
2023-05-02 16:30,0.865550517716084
2023-05-02 16:40,0.871528234510701
2023-05-02 16:50,0.875183570097114
2023-05-02 17:00,0.87946595185326
2023-05-02 17:10,0.886010700186867
2023-05-02 17:20,0.891168245034513
2023-05-02 17:30,0.893133626842592
2023-05-02 17:40,0.89445078276026
2023-05-02 17:50,0.896395835136558
2023-05-02 18:00,0.898039294071153
2023-05-02 18:10,0.898786395763801
2023-05-02 18:20,0.899078006044278
2023-05-02 18:30,0.899433258447097
2023-05-02 18:40,0.900037851913489
2023-05-02 18:50,0.901091009996174
2023-05-02 19:00,0.902760490003596
2023-05-02 19:10,0.904389927573107
2023-05-02 19:20,0.90620194652176
2023-05-02 19:30,0.910389660244913
2023-05-02 19:40,0.916536353941873
2023-05-02 19:50,0.922618227410502
2023-05-02 20:00,0.927557175729121
2023-05-02 20:10,0.930242518887237
2023-05-02 20:20,0.930593191033418
2023-05-02 20:30,0.927770507943085
2023-05-02 20:40,0.921117599086963
2023-05-02 20:50,0.918186234896911
2023-05-02 21:00,0.910894323880585
2023-05-02 21:10,0.900303893087747
2023-05-02 21:20,0.887331278192637
2023-05-02 21:30,0.879122158981041
2023-05-02 21:40,0.877078044300181
2023-05-02 21:50,0.880402991441857
2023-05-02 22:00,0.887983896658856
2023-05-02 22:10,0.8971570976073
2023-05-02 22:20,0.907184409346836
2023-05-02 22:30,0.917744014139082
2023-05-02 22:40,0.929729938334311
2023-05-02 22:50,0.94393412799678
2023-05-02 23:00,0.957270922051157
2023-05-02 23:10,0.968477494513725
2023-05-02 23:20,0.976950050424441
2023-05-02 23:30,0.979681186323144
2023-05-02 23:40,0.976953911133912
2023-05-02 23:50,0.97060040266207
2023-05-03 00:00,0.962448603716367
2023-05-03 00:10,0.955288853564643
2023-05-03 00:20,0.940941222415646
2023-05-03 00:30,0.927736553598693
2023-05-03 00:40,0.918333027558623
2023-05-03 00:50,0.913687660048549
2023-05-03 01:00,0.90999221654353
2023-05-03 01:10,0.908886332981208
2023-05-03 01:20,0.910316009184407
2023-05-03 01:30,0.913493373009099
2023-05-03 01:40,0.919561274917539
2023-05-03 01:50,0.92785461000306
2023-05-03 02:00,0.938290847998066
2023-05-03 02:10,0.951097717298529
2023-05-03 02:20,0.965630392457524
2023-05-03 02:30,0.981341323077437
2023-05-03 02:40,0.996558301502102
2023-05-03 02:50,1.01048525307219
2023-05-03 03:00,1.02496198533481
2023-05-03 03:10,1.04009365288542
2023-05-03 03:20,1.0538755048869
2023-05-03 03:30,1.06676965717901
2023-05-03 03:40,1.07871852890332
2023-05-03 03:50,1.08156018540103
2023-05-03 04:00,1.07538409461296
2023-05-03 04:10,1.060197864156
2023-05-03 04:20,1.05394262016753
2023-05-03 04:30,1.04248725700529
2023-05-03 04:40,1.02599501666861
2023-05-03 04:50,1.01209757097329
2023-05-03 05:00,1.00198902313746
2023-05-03 05:10,0.993993680004609
2023-05-03 05:20,0.988901868408098
2023-05-03 05:30,0.986784909106493
2023-05-03 05:40,0.98770522290587
2023-05-03 05:50,0.991639420025517
2023-05-03 06:00,0.998887853778864
2023-05-03 06:10,1.00996659552833
2023-05-03 06:20,1.02381217760805
2023-05-03 06:30,1.03908618704142
2023-05-03 06:40,1.05489277386112
2023-05-03 06:50,1.07005871793548
2023-05-03 07:00,1.08093687573484
2023-05-03 07:10,1.08293478518938
2023-05-03 07:20,1.08276888619813
2023-05-03 07:30,1.08209082253627
2023-05-03 07:40,1.08399264828368
2023-05-03 07:50,1.07197527810426
2023-05-03 08:00,1.05967606080808
2023-05-03 08:10,1.05207991990772
2023-05-03 08:20,1.04736985743206
2023-05-03 08:30,1.03125340658549
2023-05-03 08:40,1.02851180207083
2023-05-03 08:50,1.02097843211507
2023-05-03 09:00,1.01204487821038
2023-05-03 09:10,1.00845967079033
2023-05-03 09:20,1.01232819378029
2023-05-03 09:30,1.02388413495845
2023-05-03 09:40,1.04175597456411
2023-05-03 09:50,1.06337432161734
2023-05-03 10:00,1.08692516741063
2023-05-03 10:10,1.11070549426427
2023-05-03 10:20,1.13339381408737
2023-05-03 10:30,1.15383815452122
2023-05-03 10:40,1.17098884687855
2023-05-03 10:50,1.18354519542008
2023-05-03 11:00,1.19070679678082
2023-05-03 11:10,1.19272690314954
2023-05-03 11:20,1.18935452064149
2023-05-03 11:30,1.18072614604731
2023-05-03 11:40,1.16727185689168
2023-05-03 11:50,1.14674399418521
2023-05-03 12:00,1.13794253572303
2023-05-03 12:10,1.11895977407037
2023-05-03 12:20,1.10670323230312
2023-05-03 12:30,1.10677972403495
2023-05-03 12:40,1.11578431076313
2023-05-03 12:50,1.12912031622476
2023-05-03 13:00,1.14435163954781
2023-05-03 13:10,1.15936443707128
2023-05-03 13:20,1.17348951490409
2023-05-03 13:30,1.18597028578564
2023-05-03 13:40,1.19594485470098
2023-05-03 13:50,1.2031267957326
2023-05-03 14:00,1.20666458302067
2023-05-03 14:10,1.20565255280553
2023-05-03 14:20,1.20144833526945
2023-05-03 14:30,1.19158127382791
2023-05-03 14:40,1.18223394028586
2023-05-03 14:50,1.17264575638448
2023-05-03 15:00,1.16543957899131
2023-05-03 15:10,1.16213744680758
2023-05-03 15:20,1.16366947236877
2023-05-03 15:30,1.169115671256
2023-05-03 15:40,1.17840080864973
2023-05-03 15:50,1.19376271226223
2023-05-03 16:00,1.21103117522025
2023-05-03 16:10,1.22410402690029
2023-05-03 16:20,1.23332551677406
2023-05-03 16:30,1.23894031441302
2023-05-03 16:40,1.24164032505171
2023-05-03 16:50,1.24394104931205
2023-05-03 17:00,1.24596436594326
2023-05-03 17:10,1.24766666616766
2023-05-03 17:20,1.24802482531783
2023-05-03 17:30,1.24534681902255
2023-05-03 17:40,1.24033483909332
2023-05-03 17:50,1.23290633712737
2023-05-03 18:00,1.22904157498348
2023-05-03 18:10,1.22530262284876
2023-05-03 18:20,1.22275533411841
2023-05-03 18:30,1.22362268793166
2023-05-03 18:40,1.2279422766258
2023-05-03 18:50,1.22229600883008
2023-05-03 19:00,1.21774523795615
2023-05-03 19:10,1.21785207873255
2023-05-03 19:20,1.22584817881752
2023-05-03 19:30,1.22666744557395
2023-05-03 19:40,1.2217443194689
2023-05-03 19:50,1.21358864661793
2023-05-03 20:00,1.20482333146994
2023-05-03 20:10,1.19583976015588
2023-05-03 20:20,1.18876292760741
2023-05-03 20:30,1.1850045515745
2023-05-03 20:40,1.17705132993181
2023-05-03 20:50,1.17451089122765
2023-05-03 21:00,1.17851402860024
2023-05-03 21:10,1.18798063332399
2023-05-03 21:20,1.20194037380493
2023-05-03 21:30,1.21809068624089
2023-05-03 21:40,1.23503201417636
2023-05-03 21:50,1.25296412512298
2023-05-03 22:00,1.26767641239007
2023-05-03 22:10,1.27466668588655
2023-05-03 22:20,1.28824618201067
2023-05-03 22:30,1.30324106719816
2023-05-03 22:40,1.31633151077474
2023-05-03 22:50,1.31442671506054
2023-05-03 23:00,1.30573608663403
2023-05-03 23:10,1.29320864037199
2023-05-03 23:20,1.27784735704753
2023-05-03 23:30,1.2612408509891
2023-05-03 23:40,1.24701959270433
2023-05-03 23:50,1.23295597014246
2023-05-04 00:00,1.21973306336359
2023-05-04 00:10,1.21342829701283
2023-05-04 00:20,1.21988856026023
2023-05-04 00:30,1.22945370856292
2023-05-04 00:40,1.24075865379412
2023-05-04 00:50,1.25179559083972
2023-05-04 01:00,1.26306210688006
2023-05-04 01:10,1.2748361991101
