SerialNo,Displacement_mm,Velocity_mm_min
1,0.344072020921945,0.000145044517365886
2,0.348874428876723,0.000155557389536562
3,0.35384399047113,0.000165741035341337
4,0.358980705705167,0.000175595454780212
5,0.364284574578833,0.000185120647853187
6,0.36975559709213,0.000194316614560262
7,0.375393773245057,0.000203183354901437
8,0.381199103037613,0.000211720868876711
9,0.387171586469799,0.000219929156486086
10,0.393311223541615,0.00022780821772956
11,0.399618014253061,0.000235358052607134
12,0.406091958604137,0.000242578661118809
13,0.412733056594843,0.000249470043264583
14,0.419541308225179,0.000256032199044456
15,0.420904531900805,0.00026226512845843
16,0.427835599067732,0.000268168831506504
17,0.435384727289668,0.000273743308188677
18,0.444116900469655,0.00027898855850495
19,0.45356438222795,0.000283904582455324
20,0.463857511094659,0.000288491380039797
21,0.473368002786461,0.00029274895125837
22,0.481644207627566,0.000296677296111043
23,0.489209674222194,0.000300276414597815
24,0.495995681644149,0.000301058149244665
25,0.501675890815302,0.000304063317689661
26,0.506301924587963,0.000306887239661065
27,0.509832198873932,0.000309544080631126
28,0.512068321269599,0.000311687424993309
29,0.513462888285432,0.000312926828153897
30,0.514714084346082,0.000313698000128567
31,0.515731536197318,0.000314061723228817
32,0.516964037949748,0.00031399020758104
33,0.518948214277094,0.000313730522363727
34,0.52133573930632,0.000313461103793253
35,0.524063828981476,0.000313061970854725
36,0.527110935392125,0.000312488073572878
37,0.5303570869304,0.000311674368296284
38,0.534226698056192,0.000311044667615152
39,0.539060779768453,0.000310776912536521
40,0.544524116576287,0.000310513749785609
41,0.550493635728205,0.000310474263950054
42,0.556588647388262,0.000310938628822736
43,0.562986312966226,0.000311536700185725
44,0.569608422745594,0.000312175095202866
45,0.576417568359776,0.000312874066584004
46,0.582409486238825,0.000313595322033959
47,0.587403388527711,0.000314371333456596
48,0.59242050665439,0.000315151323045436
49,0.597865105590182,0.000315942670725518
50,0.6028916789008,0.000316980210796072
51,0.606793140702558,0.000318288533110896
52,0.609588106175419,0.000319751179094881
53,0.610455791875404,0.000321287637118447
54,0.609908586057677,0.00032271503841646
55,0.60997494477541,0.000323979179708171
56,0.610687455064422,0.000325023845380153
57,0.611539005804624,0.000326080362705027
58,0.612971916159728,0.000326793156812424
59,0.615372167852041,0.000327091472948315
60,0.618632236970629,0.000326929609635396
61,0.622523357208121,0.000326240265461656
62,0.626880818744594,0.000325152430793755
63,0.631347542823074,0.000323727460072139
64,0.635901334775138,0.000322056798504966
65,0.640655179080233,0.000320194443465433
66,0.645324177340912,0.000318160979582803
67,0.64994946079375,0.000315955816523119
68,0.654474996626081,0.000313589920068247
69,0.657486707523056,0.000311095468684284
70,0.659309341295829,0.00030848458331074
71,0.662350243460095,0.000305719018312376
72,0.669743702374621,0.000302858575762473
73,0.672829038321409,0.000299929434057886
74,0.670682835669632,0.000297449759396884
75,0.666606827787997,0.000295043784286013
76,0.661531289979339,0.000292657260325708
77,0.6552082811044,0.000290336428326201
78,0.648963227007481,0.000288112593253832
79,0.644700858388911,0.000286004771497927
80,0.646973464768366,0.000284029697492848
81,0.650320163705925,0.00028219230225181
82,0.652604029924635,0.000280468004966635
83,0.653619422148267,0.000278869252883499
84,0.653446491130593,0.000277428917770403
85,0.651705297643362,0.000276169674365338
86,0.648151364741043,0.000275101104356196
87,0.643331610392459,0.000274263510251205
88,0.637758653607788,0.000273712807533651
89,0.630596143370656,0.000273456039080294
90,0.622476209302128,0.000273546778925809
91,0.617207379902814,0.000274004525812061
92,0.614884261959673,0.000274706877938
93,0.611588747016953,0.000275682849747804
94,0.606758149395718,0.000276962416347502
95,0.6022713049286,0.000278235926064488
96,0.600194635495461,0.000279343800063293
97,0.600737638891841,0.000280230575791838
98,0.601401104115069,0.000280755450062105
99,0.597343065292559,0.000280971434784076
100,0.595940972865221,0.000280862444303339
101,0.598645304206173,0.000280430182365915
102,0.604431738486467,0.000279362441668264
103,0.612163598923663,0.00027792548781207
104,0.626320829173129,0.00027619762188079
105,0.644767807708152,0.000274264012864214
106,0.665247655088607,0.000272202966253445
107,0.678939829950074,0.000269982487926986
108,0.68956303512474,0.00026770529368014
109,0.700418721183553,0.000265374680952832
110,0.711513238174916,0.000263010490230662
111,0.722711315858011,0.000260658950997921
112,0.734174866233371,0.000258303996609446
113,0.744997974866126,0.000255977083194229
114,0.754563527857239,0.00025380906603434
115,0.762787081693118,0.00025186319550944
116,0.771121824868747,0.000250145896917379
117,0.780285952215976,0.000248665031582407
118,0.786786153996624,0.000247407156922752
119,0.789021052434065,0.000246366706378818
120,0.790475804785682,0.000245535459534471
121,0.793783619413599,0.000244923776110163
122,0.79774541822746,0.000244548224435834
123,0.799592653838188,0.000244380790630529
124,0.799697744252085,0.00024444759351948
125,0.801432624058597,0.000244711247024621
126,0.804216676463103,0.000245074979454068
127,0.805184552907532,0.000245574605479258
128,0.805559381049401,0.000246044061187856
129,0.8066674858339,0.000246814457771113
130,0.810338919234721,0.000247873871643817
131,0.812551934073554,0.000249290175362206
132,0.813963775591956,0.000251036012897678
133,0.81395476494692,0.000253059485662928
134,0.815563479350912,0.000255275821761642
135,0.820278435763913,0.000257580755000308
136,0.826141754948792,0.000259897582705378
137,0.832306729793667,0.000262306498361092
138,0.838093627083776,0.000264793413744272
139,0.842842624120331,0.000267238947098066
140,0.84724399577302,0.000270036489657619
141,0.851626663320695,0.000272780783816389
142,0.855879796984089,0.000275316132154603
143,0.860003373290833,0.000277577378231712
144,0.864301621379776,0.000279548051240493
145,0.868841800819155,0.000281203642544273
146,0.873637413966466,0.000282627176581168
147,0.878901804650573,0.000283798746587045
148,0.883271600263508,0.000284704383908667
149,0.88592813363392,0.000285312115536575
150,0.889169737927592,0.000285536015736892
151,0.893854035992652,0.00028543413074472
152,0.897107975446854,0.000285081499330644
153,0.897836646427208,0.000284437649348311
154,0.898220819598191,0.000283432737326279
155,0.899252801190426,0.000282084613214283
156,0.90042027363514,0.000280410633641644
157,0.901095345230208,0.000278531508506434
158,0.901778356768499,0.000276627775756623
159,0.904433104839556,0.000274683427653716
160,0.908949456916111,0.000272669087954935
161,0.913954237904962,0.000270625724486388
162,0.918650538869452,0.000268628873666463
163,0.922150600063052,0.000266726574131175
164,0.924255234225627,0.000264923198051473
165,0.924133359301213,0.000263219783122375
166,0.92098926345563,0.000261639444737434
167,0.920633121327378,0.000260145676330262
168,0.916833699176743,0.000258624354594187
169,0.910058357213374,0.000256990294365062
170,0.90078069001869,0.000255310540298464
171,0.894464731813638,0.0002536812530408
172,0.89209633766378,0.000252059952571558
173,0.893103783360463,0.000250706531096228
174,0.896758904426807,0.000249386231194715
175,0.901021110896752,0.000248131228237835
176,0.905163403952175,0.000246897776825553
177,0.909018025992899,0.000245706622630239
178,0.912924637147253,0.000244561723884718
179,0.917468958207789,0.000243524323071764
180,0.92256326495319,0.000242651621864942
181,0.928828834068247,0.00024198489694889
182,0.936061910368796,0.000241466548386302
183,0.94211564233888,0.000241152470487264
184,0.947505721760298,0.000241015330234931
185,0.953815129176492,0.00024056327847218
186,0.959102867184118,0.000240481749913864
187,0.962013739358314,0.000240901445677525
188,0.962484982457892,0.000241428823791065
189,0.960886576825816,0.00024205537275916
190,0.957472457142868,0.000242914778223628
191,0.949847835969269,0.000243003510217603
192,0.939447356590559,0.000242440176539806
193,0.931146143895824,0.000241086026698266
194,0.919641996002007,0.000238956329219612
195,0.911391820865533,0.000235410238573663
196,0.90834955628237,0.00023092233873285
197,0.91230742886085,0.000225634926104722
198,0.919281432959796,0.000219758078447883
199,0.927783633207473,0.000213224483100321
200,0.93712781271688,0.0002067281776125
201,0.946358754077014,0.000200749962984964
202,0.956518408576606,0.000195354734064099
203,0.968324425205413,0.000190634988532723
204,0.981814543659268,0.000186825743611235
205,0.996423349077879,0.000184065105997191
206,1.01116873614129,0.000182363423200413
207,1.02679991178428,0.000181582642147343
208,1.04253735595118,0.00018178090288629
209,1.05130116090308,0.000182823155991889
210,1.05531189873096,0.000184206317917852
211,1.05534915318075,0.000185680679722583
212,1.06137563487742,0.00018724153593152
213,1.0602376143146,0.000188879452501864
214,1.05246449043332,0.00019060487708079
215,1.04395567390142,0.000192305777432351
216,1.03529835275082,0.000193563623477125
217,1.02528810863385,0.000194457723732562
218,1.01695055451907,0.000195460174930807
219,1.01165220286155,0.000196740872693978
220,1.00811392220515,0.000198426904910721
221,1.00596950523354,0.000200602007129136
222,1.00492330760697,0.000203302458346347
223,1.00516251105521,0.000206558539703261
224,1.00735352541074,0.000210315463977561
225,1.01163106437002,0.000214553132740041
226,1.01773899827189,0.000219270340789404
227,1.02521192724409,0.000224528750391125
228,1.03387544538043,0.000230364549524228
229,1.04338926805099,0.000236818661407756
230,1.05285813282405,0.000243929412909257
231,1.06157147131225,0.000251015752997006
232,1.06911841734377,0.000257167999232673
233,1.07524466487612,0.000262511828416938
234,1.07712831416806,0.000266973471064762
235,1.07235359388098,0.000270071500121937
236,1.06841711746537,0.00027243742789643
237,1.05629577379169,0.000273671889421424
238,1.05679087363027,0.000273767953324558
239,1.04347536314031,0.00027292270732829
240,1.02946796429546,0.000271800415892166
241,1.02252259105872,0.000269633538779052
242,1.02053322872201,0.000266663131175659
243,1.02244876067854,0.000262943252368954
