SerialNo,Displacement_mm,Velocity_mm_min
1,0.346254812392584,8.12738009228365e-05
2,0.350420990299239,9.49963374011213e-05
3,0.354811310536228,0.000108308137020194
4,0.359425773103551,0.000121209199780056
5,0.364264378001208,0.000133699525680705
6,0.369327125229199,0.000145779114722143
7,0.374614014787525,0.000157447966904369
8,0.380125046676184,0.000168706082227384
9,0.385860220895177,0.000179553460691187
10,0.391819537444504,0.000189990102295778
11,0.398002996324165,0.000200016007041157
12,0.394198091391958,0.000209631174927325
13,0.398375629457909,0.000218835605954281
14,0.40407914340719,0.000227629300122025
15,0.412247782609556,0.000236012257430558
16,0.421764042209945,0.000243984477879879
17,0.432768375238468,0.000251545961469988
18,0.44486433053797,0.000258696708200885
19,0.4568667642385,0.000265436718072571
20,0.468336432007613,0.000271765991085045
21,0.478770044227926,0.000277684527238307
22,0.488728322331679,0.000283192326532358
23,0.497879865444952,0.000288289388967197
24,0.504433571259678,0.000291897271650879
25,0.507911580821967,0.000296790773606151
26,0.509320606653928,0.000301427544435497
27,0.509734216266679,0.000305800464241936
28,0.509597286765044,0.000309040568775788
29,0.50973093165791,0.000311224513437441
30,0.510670424327292,0.000312842406691392
31,0.512043247711188,0.000313999136908011
32,0.514283254470994,0.000314627541756976
33,0.517210814379681,0.000314663852265851
34,0.519961001024633,0.000314081768859382
35,0.522931285416218,0.000313362552640395
36,0.526555515874346,0.000312777335145698
37,0.530511823306372,0.000312126442967661
38,0.534798856927964,0.000311424337148921
39,0.539138871622764,0.000310913352328788
40,0.544037349115031,0.000310705736608508
41,0.549613915355704,0.000311115740010178
42,0.556343785330935,0.000312211281965033
43,0.562912723675999,0.000313588076834235
44,0.568464140669076,0.000315086295578574
45,0.574232544141938,0.000316709065530059
46,0.580648744050219,0.000318348858317609
47,0.586950921867488,0.000320063845343039
48,0.592675855619701,0.000321932582898095
49,0.597930879132042,0.000323950657311816
50,0.603103594220503,0.000326232097952541
51,0.608210973137081,0.000328795438529722
52,0.613197193912522,0.000331389916001675
53,0.61699211062103,0.000333914668131597
54,0.618574517339805,0.000336634187178204
55,0.618442387345618,0.000339459922368741
56,0.616015198957035,0.000341920899518218
57,0.612065703927198,0.000343806326245112
58,0.609359294783926,0.000345094256841107
59,0.608654014982641,0.000345709295848146
60,0.609624076836764,0.000345326461109849
61,0.612419033042684,0.000343950898990612
62,0.617279977396012,0.000341870268124281
63,0.623709658683168,0.000339252598803613
64,0.631053875980866,0.000336399471226721
65,0.638747283445501,0.000333440388378211
66,0.646051810609781,0.000330296762862785
67,0.652784752036633,0.000326934922245593
68,0.658921305218552,0.000323393603433707
69,0.664445898717549,0.000319688239342495
70,0.669528994150425,0.00031584597294652
71,0.673539205217719,0.000311842581642131
72,0.674440151588079,0.000307706138498479
73,0.67228899247127,0.000303980780156047
74,0.670081956160115,0.000300910288064955
75,0.671814314886905,0.000298087768255051
76,0.666560019083904,0.000295349885315083
77,0.656426958612758,0.000292763117781114
78,0.647856562338184,0.000290416565749928
79,0.641294160231273,0.000288352835930235
80,0.635979217431393,0.000286541499573725
81,0.633315267340513,0.000284965125820009
82,0.635144486786024,0.000283582369702925
83,0.644268345255684,0.000282393224312249
84,0.651633502195846,0.00028143018677498
85,0.65580930953495,0.000280698162588873
86,0.657070981026081,0.000280201571112733
87,0.655629109932547,0.000279979640125951
88,0.651375569658948,0.000280036932076835
89,0.644590109306955,0.000280389444100236
90,0.636567591942031,0.000281040239872745
